antecedent,consequent,support,confidence
"Allowance_Rating_3([0, 1]) AND Venue_Rating_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Schedule_Rating_2([0, 1]) AND Schedule_Rating_3(1) AND Overall_Rating_2([0, 1])","Objectives_Met_2(1) AND Participant_Rating_3([0, 1]) AND Facilitator_Rating_2([0, 1])",0.13043478260869565,0.19736842105263158
"Objectives_Met_1([0, 1]) AND Schedule_Rating_2(0) AND Venue_Rating_3(1)","Participant_Rating_3([0, 1]) AND Speaker_Rating_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Venue_Rating_1([0, 1]) AND Facilitator_Rating_2(1) AND Participant_Rating_2([0, 1])",0.12173913043478261,0.20588235294117646
"Venue_Rating_1([0, 1]) AND Overall_Rating_3(0) AND Objectives_Met_1([0, 1]) AND Venue_Rating_3(1) AND Participant_Rating_1([0, 1]) AND Schedule_Rating_2([0, 1]) AND Allowance_Rating_3([0, 1]) AND Schedule_Rating_3([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Speaker_Rating_3([0, 1])",Objectives_Met_2(1),0.02608695652173913,0.3
"Allowance_Rating_3([0, 1]) AND Overall_Rating_3([0, 1]) AND Venue_Rating_2([0, 1]) AND Participant_Rating_3([0, 1]) AND Venue_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Facilitator_Rating_2(1) AND Speaker_Rating_3([0, 1])","Speaker_Rating_2(0) AND Objectives_Met_3(1) AND Schedule_Rating_2(1) AND Overall_Rating_2([0, 1]) AND Overall_Rating_1(0)",0.06086956521739131,0.25925925925925924
"Overall_Rating_1([0, 1]) AND Participant_Rating_2([0, 1]) AND Venue_Rating_1(0) AND Schedule_Rating_3(0)","Objectives_Met_2(1) AND Venue_Rating_3([0, 1]) AND Overall_Rating_2([0, 1]) AND Participant_Rating_1([0, 1])",0.0782608695652174,0.23684210526315788
"Overall_Rating_2([0, 1]) AND Schedule_Rating_2(1) AND Venue_Rating_2([0, 1]) AND Participant_Rating_2([0, 1]) AND Facilitator_Rating_3([0, 1])","Facilitator_Rating_2(1) AND Overall_Rating_1(0) AND Allowance_Rating_3(1) AND Objectives_Met_2([0, 1])",0.0782608695652174,0.23076923076923078
"Objectives_Met_3([0, 1]) AND Schedule_Rating_2(1)","Facilitator_Rating_3([0, 1]) AND Speaker_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Participant_Rating_2([0, 1]) AND Allowance_Rating_2([0, 1]) AND Facilitator_Rating_2(1) AND Overall_Rating_3([0, 1]) AND Venue_Rating_3(1)",0.0782608695652174,0.23076923076923078
"Speaker_Rating_3([0, 1]) AND Schedule_Rating_2(0) AND Overall_Rating_3([0, 1]) AND Overall_Rating_2([0, 1])","Allowance_Rating_3(1) AND Facilitator_Rating_3(0) AND Objectives_Met_2([0, 1]) AND Venue_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Overall_Rating_1(0) AND Participant_Rating_2([0, 1])",0.12173913043478261,0.18421052631578946
"Participant_Rating_2(1) AND Speaker_Rating_2([0, 1]) AND Participant_Rating_3([0, 1])","Venue_Rating_3(0) AND Facilitator_Rating_3(1) AND Objectives_Met_1([0, 1]) AND Objectives_Met_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Overall_Rating_3([0, 1]) AND Venue_Rating_1([0, 1]) AND Schedule_Rating_2([0, 1])",0.017391304347826087,0.2857142857142857
"Venue_Rating_1([0, 1]) AND Overall_Rating_1([0, 1]) AND Participant_Rating_2(1)","Schedule_Rating_2([0, 1]) AND Speaker_Rating_2([0, 1]) AND Objectives_Met_3([0, 1]) AND Overall_Rating_3([0, 1]) AND Schedule_Rating_3(0) AND Venue_Rating_2([0, 1])",0.017391304347826087,0.2857142857142857
"Overall_Rating_2([0, 1]) AND Participant_Rating_2(1) AND Facilitator_Rating_3([0, 1])","Allowance_Rating_2(0) AND Objectives_Met_3(1) AND Overall_Rating_3([0, 1]) AND Participant_Rating_3([0, 1]) AND Overall_Rating_1(0) AND Venue_Rating_2(0) AND Allowance_Rating_3([0, 1])",0.017391304347826087,0.2857142857142857
Speaker_Rating_3(0),"Participant_Rating_1([0, 1]) AND Participant_Rating_3(1) AND Speaker_Rating_2([0, 1]) AND Venue_Rating_2([0, 1]) AND Objectives_Met_3([0, 1]) AND Objectives_Met_2([0, 1]) AND Venue_Rating_3([0, 1]) AND Facilitator_Rating_2(1) AND Schedule_Rating_2([0, 1])",0.02608695652173913,0.2727272727272727
Overall_Rating_2(1) AND Allowance_Rating_2(0),"Overall_Rating_3([0, 1]) AND Participant_Rating_2([0, 1]) AND Participant_Rating_1([0, 1]) AND Venue_Rating_3(0) AND Speaker_Rating_3([0, 1])",0.02608695652173913,0.2727272727272727
"Speaker_Rating_3(0) AND Venue_Rating_3([0, 1]) AND Participant_Rating_2(0)","Venue_Rating_1(0) AND Speaker_Rating_2([0, 1]) AND Overall_Rating_3([0, 1]) AND Objectives_Met_2(1) AND Participant_Rating_1([0, 1])",0.02608695652173913,0.2727272727272727
"Objectives_Met_1([0, 1]) AND Allowance_Rating_2(1) AND Overall_Rating_3([0, 1]) AND Overall_Rating_1([0, 1])","Overall_Rating_2(0) AND Participant_Rating_2([0, 1]) AND Facilitator_Rating_2(1) AND Speaker_Rating_3(1)",0.02608695652173913,0.2727272727272727
Objectives_Met_1(0),"Speaker_Rating_3([0, 1]) AND Schedule_Rating_3([0, 1]) AND Participant_Rating_2([0, 1]) AND Allowance_Rating_2([0, 1]) AND Facilitator_Rating_3(1) AND Objectives_Met_3(0) AND Speaker_Rating_2([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Venue_Rating_1([0, 1]) AND Venue_Rating_3(1)",0.1391304347826087,0.1509433962264151
"Venue_Rating_3(1) AND Objectives_Met_1([0, 1]) AND Venue_Rating_1([0, 1]) AND Participant_Rating_1([0, 1])","Objectives_Met_3([0, 1]) AND Participant_Rating_2([0, 1]) AND Objectives_Met_2(1) AND Overall_Rating_2([0, 1]) AND Speaker_Rating_3(1) AND Facilitator_Rating_2([0, 1])",0.13043478260869565,0.15151515151515152
"Venue_Rating_3(1) AND Objectives_Met_1([0, 1]) AND Participant_Rating_1([0, 1]) AND Allowance_Rating_3([0, 1]) AND Overall_Rating_1([0, 1]) AND Overall_Rating_2([0, 1])","Objectives_Met_2(1) AND Venue_Rating_1([0, 1]) AND Speaker_Rating_3(1)",0.13043478260869565,0.15151515151515152
"Facilitator_Rating_2(0) AND Schedule_Rating_2(1) AND Schedule_Rating_3([0, 1]) AND Speaker_Rating_3([0, 1]) AND Venue_Rating_1([0, 1]) AND Participant_Rating_1(0) AND Objectives_Met_1([0, 1]) AND Overall_Rating_2([0, 1])",Objectives_Met_2(1) AND Speaker_Rating_2(0),0.05217391304347826,0.2222222222222222
Objectives_Met_3(0),"Overall_Rating_1(0) AND Venue_Rating_2(1) AND Objectives_Met_1([0, 1]) AND Allowance_Rating_2([0, 1]) AND Venue_Rating_3(0) AND Participant_Rating_2([0, 1]) AND Overall_Rating_3([0, 1])",0.06086956521739131,0.21212121212121213
Objectives_Met_1(0),"Speaker_Rating_3([0, 1]) AND Facilitator_Rating_3([0, 1]) AND Objectives_Met_3(0) AND Objectives_Met_2([0, 1]) AND Schedule_Rating_3(1) AND Participant_Rating_2([0, 1]) AND Venue_Rating_3([0, 1]) AND Allowance_Rating_2([0, 1]) AND Overall_Rating_3([0, 1])",0.13043478260869565,0.14150943396226415
Venue_Rating_3(1) AND Objectives_Met_1(1),"Speaker_Rating_3(0) AND Participant_Rating_2([0, 1]) AND Overall_Rating_2([0, 1])",0.017391304347826087,0.25
"Objectives_Met_1([0, 1]) AND Venue_Rating_3(1) AND Allowance_Rating_3([0, 1]) AND Participant_Rating_2([0, 1]) AND Venue_Rating_1([0, 1])","Facilitator_Rating_3([0, 1]) AND Facilitator_Rating_2(1) AND Schedule_Rating_3(1)",0.12173913043478261,0.1414141414141414
"Venue_Rating_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Objectives_Met_1([0, 1]) AND Schedule_Rating_3(1)","Venue_Rating_1([0, 1]) AND Participant_Rating_3(1) AND Participant_Rating_2([0, 1]) AND Schedule_Rating_2([0, 1]) AND Objectives_Met_2(1) AND Speaker_Rating_3(1)",0.10434782608695652,0.15789473684210525
"Venue_Rating_3([0, 1]) AND Schedule_Rating_3(0) AND Allowance_Rating_3(1) AND Objectives_Met_3([0, 1]) AND Overall_Rating_1(0)","Venue_Rating_2(1) AND Participant_Rating_1([0, 1]) AND Overall_Rating_2(0)",0.06086956521739131,0.2
"Objectives_Met_3([0, 1]) AND Schedule_Rating_3([0, 1])","Venue_Rating_3(0) AND Speaker_Rating_3([0, 1]) AND Overall_Rating_1(0) AND Overall_Rating_3([0, 1]) AND Allowance_Rating_2([0, 1]) AND Objectives_Met_2([0, 1])",0.13043478260869565,0.13043478260869565
"Allowance_Rating_3([0, 1]) AND Overall_Rating_2([0, 1]) AND Allowance_Rating_2(1) AND Schedule_Rating_3(0) AND Participant_Rating_2([0, 1])","Objectives_Met_1([0, 1]) AND Venue_Rating_3(1) AND Facilitator_Rating_3(1) AND Venue_Rating_1([0, 1]) AND Participant_Rating_1([0, 1])",0.008695652173913044,0.25
"Overall_Rating_3(0) AND Overall_Rating_2([0, 1]) AND Facilitator_Rating_3(0) AND Objectives_Met_2([0, 1])","Schedule_Rating_2(0) AND Participant_Rating_2([0, 1]) AND Overall_Rating_1(0) AND Objectives_Met_1(0) AND Participant_Rating_3([0, 1])",0.008695652173913044,0.25
"Speaker_Rating_2(0) AND Participant_Rating_1([0, 1])",Venue_Rating_2(1),0.12173913043478261,0.1346153846153846
"Speaker_Rating_3([0, 1])","Venue_Rating_2(1) AND Objectives_Met_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Participant_Rating_1([0, 1]) AND Participant_Rating_2([0, 1])",0.12173913043478261,0.12173913043478261
"Objectives_Met_1([0, 1])","Venue_Rating_2(1) AND Venue_Rating_3([0, 1]) AND Schedule_Rating_2([0, 1]) AND Overall_Rating_3([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Overall_Rating_2([0, 1]) AND Objectives_Met_3([0, 1])",0.12173913043478261,0.12173913043478261
"Objectives_Met_2([0, 1]) AND Speaker_Rating_2([0, 1])","Overall_Rating_3(0) AND Participant_Rating_2([0, 1]) AND Schedule_Rating_2([0, 1]) AND Participant_Rating_1([0, 1])",0.12173913043478261,0.12173913043478261
"Objectives_Met_3([0, 1]) AND Speaker_Rating_2([0, 1])","Overall_Rating_3([0, 1]) AND Allowance_Rating_2([0, 1]) AND Objectives_Met_2([0, 1]) AND Venue_Rating_2(1)",0.12173913043478261,0.12173913043478261
"Venue_Rating_3([0, 1])","Objectives_Met_1([0, 1]) AND Venue_Rating_2(1) AND Overall_Rating_1([0, 1]) AND Overall_Rating_3([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Objectives_Met_3([0, 1]) AND Allowance_Rating_3([0, 1]) AND Participant_Rating_2([0, 1])",0.12173913043478261,0.12173913043478261
"Overall_Rating_1([0, 1]) AND Venue_Rating_1([0, 1])","Overall_Rating_3(0) AND Objectives_Met_3([0, 1]) AND Allowance_Rating_2([0, 1]) AND Speaker_Rating_2([0, 1]) AND Overall_Rating_2([0, 1]) AND Venue_Rating_2([0, 1])",0.12173913043478261,0.12173913043478261
"Participant_Rating_3([0, 1]) AND Objectives_Met_2([0, 1]) AND Objectives_Met_3([0, 1]) AND Venue_Rating_2(1)","Schedule_Rating_2(1) AND Overall_Rating_1([0, 1]) AND Speaker_Rating_2([0, 1]) AND Schedule_Rating_3([0, 1]) AND Facilitator_Rating_3(1) AND Participant_Rating_2(0) AND Overall_Rating_3([0, 1]) AND Overall_Rating_2([0, 1])",0.02608695652173913,0.21428571428571427
Speaker_Rating_2(0) AND Overall_Rating_3(0),"Participant_Rating_3(1) AND Schedule_Rating_3([0, 1]) AND Allowance_Rating_2([0, 1]) AND Allowance_Rating_3([0, 1]) AND Venue_Rating_3(0)",0.02608695652173913,0.21428571428571427
"Overall_Rating_1([0, 1]) AND Venue_Rating_2(1)","Participant_Rating_2(1) AND Allowance_Rating_2([0, 1]) AND Objectives_Met_3([0, 1]) AND Overall_Rating_3([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Speaker_Rating_2([0, 1])",0.02608695652173913,0.21428571428571427
"Overall_Rating_2([0, 1]) AND Objectives_Met_3([0, 1]) AND Schedule_Rating_3(0)","Venue_Rating_2(1) AND Allowance_Rating_3([0, 1]) AND Objectives_Met_2([0, 1])",0.06086956521739131,0.1794871794871795
"Venue_Rating_3([0, 1]) AND Schedule_Rating_2(1) AND Objectives_Met_1([0, 1]) AND Speaker_Rating_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Venue_Rating_1([0, 1])","Overall_Rating_2(1) AND Participant_Rating_2([0, 1])",0.06086956521739131,0.1794871794871795
"Participant_Rating_1([0, 1]) AND Speaker_Rating_3(1)","Overall_Rating_2(1) AND Allowance_Rating_3([0, 1]) AND Objectives_Met_1(0) AND Venue_Rating_3([0, 1]) AND Overall_Rating_1(0) AND Allowance_Rating_2([0, 1]) AND Participant_Rating_2([0, 1])",0.10434782608695652,0.11538461538461539
"Objectives_Met_3([0, 1]) AND Overall_Rating_1(0) AND Participant_Rating_2(0)","Overall_Rating_3([0, 1]) AND Overall_Rating_2([0, 1]) AND Participant_Rating_3([0, 1]) AND Allowance_Rating_2([0, 1]) AND Objectives_Met_2([0, 1]) AND Participant_Rating_1([0, 1]) AND Venue_Rating_3(0)",0.10434782608695652,0.11320754716981132
"Speaker_Rating_2([0, 1]) AND Schedule_Rating_2(1) AND Objectives_Met_3([0, 1]) AND Objectives_Met_2(0)","Venue_Rating_2(1) AND Overall_Rating_1([0, 1]) AND Overall_Rating_3(1) AND Facilitator_Rating_3([0, 1]) AND Schedule_Rating_3([0, 1])",0.043478260869565216,0.16666666666666666
"Speaker_Rating_3([0, 1])","Objectives_Met_3([0, 1]) AND Venue_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Overall_Rating_3([0, 1]) AND Overall_Rating_1([0, 1]) AND Overall_Rating_2(1) AND Allowance_Rating_2([0, 1])",0.10434782608695652,0.10434782608695652
"Objectives_Met_1([0, 1])","Objectives_Met_3([0, 1]) AND Venue_Rating_2(1) AND Overall_Rating_1([0, 1]) AND Venue_Rating_3([0, 1]) AND Objectives_Met_2([0, 1]) AND Overall_Rating_3([0, 1]) AND Overall_Rating_2(0)",0.10434782608695652,0.10434782608695652
"Allowance_Rating_3([0, 1]) AND Venue_Rating_3([0, 1]) AND Overall_Rating_3([0, 1]) AND Venue_Rating_2([0, 1]) AND Schedule_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Overall_Rating_1([0, 1]) AND Venue_Rating_1([0, 1])",Overall_Rating_2(1),0.10434782608695652,0.10434782608695652
"Objectives_Met_1([0, 1]) AND Venue_Rating_1([0, 1]) AND Venue_Rating_3([0, 1])","Schedule_Rating_3([0, 1]) AND Venue_Rating_2([0, 1]) AND Overall_Rating_2(1) AND Facilitator_Rating_2([0, 1]) AND Speaker_Rating_2([0, 1])",0.10434782608695652,0.10434782608695652
"Objectives_Met_3([0, 1])","Speaker_Rating_3([0, 1]) AND Venue_Rating_2(1) AND Speaker_Rating_2([0, 1]) AND Overall_Rating_1([0, 1]) AND Overall_Rating_3([0, 1]) AND Allowance_Rating_2([0, 1]) AND Venue_Rating_3(0) AND Overall_Rating_2(0)",0.10434782608695652,0.10434782608695652
"Venue_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Schedule_Rating_2([0, 1])","Objectives_Met_3([0, 1]) AND Overall_Rating_2(1)",0.10434782608695652,0.10434782608695652
"Objectives_Met_1([0, 1]) AND Venue_Rating_1([0, 1])","Facilitator_Rating_2(1) AND Schedule_Rating_3(1) AND Speaker_Rating_3(1) AND Facilitator_Rating_3([0, 1]) AND Venue_Rating_3(1) AND Overall_Rating_2([0, 1]) AND Participant_Rating_2([0, 1])",0.10434782608695652,0.10434782608695652
"Objectives_Met_1([0, 1]) AND Overall_Rating_1([0, 1]) AND Participant_Rating_2([0, 1]) AND Overall_Rating_3([0, 1])","Objectives_Met_3([0, 1]) AND Overall_Rating_2(1) AND Objectives_Met_2([0, 1]) AND Facilitator_Rating_2([0, 1])",0.10434782608695652,0.10434782608695652
"Speaker_Rating_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Venue_Rating_3([0, 1]) AND Participant_Rating_3([0, 1])","Allowance_Rating_2([0, 1]) AND Overall_Rating_2(1) AND Overall_Rating_1([0, 1]) AND Objectives_Met_1([0, 1])",0.10434782608695652,0.10434782608695652
"Participant_Rating_2([0, 1]) AND Participant_Rating_1([0, 1]) AND Speaker_Rating_3([0, 1]) AND Venue_Rating_3([0, 1])","Overall_Rating_2(1) AND Venue_Rating_2([0, 1])",0.10434782608695652,0.10434782608695652
"Schedule_Rating_3([0, 1]) AND Objectives_Met_1([0, 1])","Venue_Rating_1([0, 1]) AND Objectives_Met_2([0, 1]) AND Overall_Rating_2(1)",0.10434782608695652,0.10434782608695652
"Venue_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Venue_Rating_1([0, 1])","Overall_Rating_2(1) AND Schedule_Rating_2([0, 1])",0.10434782608695652,0.10434782608695652
"Objectives_Met_3([0, 1]) AND Speaker_Rating_3(1)","Speaker_Rating_2([0, 1]) AND Participant_Rating_3([0, 1]) AND Allowance_Rating_2([0, 1]) AND Venue_Rating_2(1) AND Objectives_Met_2([0, 1]) AND Overall_Rating_1([0, 1]) AND Participant_Rating_2(0)",0.09565217391304348,0.10576923076923077
"Overall_Rating_1([0, 1]) AND Objectives_Met_1(0)","Objectives_Met_3([0, 1]) AND Speaker_Rating_3([0, 1]) AND Participant_Rating_2([0, 1]) AND Allowance_Rating_2(1)",0.09565217391304348,0.10377358490566038
Speaker_Rating_3(0),"Facilitator_Rating_3(1) AND Objectives_Met_2(1) AND Speaker_Rating_2([0, 1]) AND Schedule_Rating_3(1) AND Participant_Rating_2([0, 1]) AND Overall_Rating_3(1) AND Venue_Rating_3([0, 1]) AND Allowance_Rating_2(0)",0.017391304347826087,0.18181818181818182
Objectives_Met_3(0),"Speaker_Rating_3(0) AND Facilitator_Rating_3([0, 1]) AND Schedule_Rating_3([0, 1]) AND Speaker_Rating_2([0, 1]) AND Objectives_Met_2([0, 1]) AND Participant_Rating_2([0, 1]) AND Venue_Rating_3([0, 1]) AND Allowance_Rating_2(0) AND Overall_Rating_3([0, 1])",0.043478260869565216,0.15151515151515152
Objectives_Met_3(0),"Overall_Rating_3([0, 1]) AND Facilitator_Rating_3(1) AND Speaker_Rating_2([0, 1]) AND Participant_Rating_3(1) AND Schedule_Rating_3([0, 1]) AND Allowance_Rating_3([0, 1]) AND Participant_Rating_2([0, 1]) AND Venue_Rating_3(1) AND Speaker_Rating_3(0) AND Allowance_Rating_2([0, 1])",0.043478260869565216,0.15151515151515152
Objectives_Met_3(0),"Objectives_Met_1([0, 1]) AND Schedule_Rating_3([0, 1]) AND Overall_Rating_3([0, 1]) AND Speaker_Rating_3(0) AND Venue_Rating_3(1) AND Facilitator_Rating_3(1) AND Overall_Rating_1([0, 1]) AND Participant_Rating_1([0, 1]) AND Participant_Rating_2([0, 1])",0.043478260869565216,0.15151515151515152
"Overall_Rating_3([0, 1]) AND Venue_Rating_1(0) AND Objectives_Met_2([0, 1])","Participant_Rating_2([0, 1]) AND Speaker_Rating_2(1) AND Speaker_Rating_3([0, 1]) AND Objectives_Met_3([0, 1]) AND Venue_Rating_3(1) AND Participant_Rating_1([0, 1])",0.09565217391304348,0.09734513274336283
Venue_Rating_1(0),"Objectives_Met_1([0, 1]) AND Overall_Rating_2(1) AND Venue_Rating_3([0, 1]) AND Overall_Rating_3([0, 1]) AND Allowance_Rating_2([0, 1]) AND Speaker_Rating_3([0, 1])",0.09565217391304348,0.09734513274336283
"Overall_Rating_3([0, 1])","Overall_Rating_2(0) AND Speaker_Rating_3([0, 1]) AND Speaker_Rating_2(1) AND Objectives_Met_3([0, 1]) AND Venue_Rating_2([0, 1]) AND Venue_Rating_3([0, 1])",0.09565217391304348,0.09565217391304348
"Allowance_Rating_3([0, 1])","Facilitator_Rating_2(1) AND Participant_Rating_2([0, 1]) AND Speaker_Rating_2(0) AND Participant_Rating_1([0, 1]) AND Participant_Rating_3([0, 1]) AND Objectives_Met_3([0, 1]) AND Schedule_Rating_3(0) AND Objectives_Met_1(0) AND Overall_Rating_3([0, 1]) AND Schedule_Rating_2([0, 1])",0.09565217391304348,0.09565217391304348
"Overall_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Venue_Rating_3([0, 1])","Overall_Rating_1([0, 1]) AND Venue_Rating_1(0) AND Schedule_Rating_2([0, 1]) AND Overall_Rating_2(1) AND Objectives_Met_3([0, 1])",0.09565217391304348,0.09565217391304348
"Overall_Rating_1([0, 1]) AND Objectives_Met_2([0, 1])","Speaker_Rating_2(1) AND Schedule_Rating_3([0, 1]) AND Participant_Rating_2(0) AND Speaker_Rating_3([0, 1]) AND Venue_Rating_1([0, 1])",0.09565217391304348,0.09565217391304348
"Allowance_Rating_3([0, 1])","Venue_Rating_1(0) AND Participant_Rating_1(0) AND Objectives_Met_2([0, 1]) AND Schedule_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Overall_Rating_2(0) AND Speaker_Rating_2(1) AND Facilitator_Rating_2([0, 1])",0.09565217391304348,0.09565217391304348
"Facilitator_Rating_3([0, 1])","Participant_Rating_2([0, 1]) AND Overall_Rating_2(1) AND Allowance_Rating_3(1) AND Venue_Rating_2([0, 1]) AND Overall_Rating_1(0) AND Speaker_Rating_3([0, 1]) AND Objectives_Met_1([0, 1])",0.09565217391304348,0.09565217391304348
"Overall_Rating_1([0, 1]) AND Objectives_Met_1([0, 1]) AND Venue_Rating_2([0, 1])","Speaker_Rating_2([0, 1]) AND Venue_Rating_3([0, 1]) AND Overall_Rating_3([0, 1]) AND Venue_Rating_1([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Allowance_Rating_2(1)",0.09565217391304348,0.09565217391304348
"Objectives_Met_2([0, 1]) AND Schedule_Rating_3([0, 1]) AND Overall_Rating_3([0, 1]) AND Speaker_Rating_2([0, 1]) AND Participant_Rating_2([0, 1])","Schedule_Rating_2([0, 1]) AND Speaker_Rating_3(0)",0.09565217391304348,0.09565217391304348
"Overall_Rating_1([0, 1])","Objectives_Met_3(0) AND Speaker_Rating_2([0, 1]) AND Speaker_Rating_3([0, 1]) AND Schedule_Rating_3(0) AND Schedule_Rating_2([0, 1]) AND Venue_Rating_1([0, 1]) AND Objectives_Met_2([0, 1])",0.09565217391304348,0.09565217391304348
"Schedule_Rating_2([0, 1]) AND Overall_Rating_3([0, 1])","Facilitator_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Schedule_Rating_3([0, 1]) AND Speaker_Rating_3(0) AND Venue_Rating_1(0) AND Objectives_Met_3([0, 1]) AND Speaker_Rating_2([0, 1])",0.09565217391304348,0.09565217391304348
"Venue_Rating_2([0, 1]) AND Venue_Rating_3([0, 1]) AND Speaker_Rating_2([0, 1])","Allowance_Rating_2(1) AND Participant_Rating_1(0) AND Overall_Rating_2([0, 1]) AND Objectives_Met_1([0, 1])",0.09565217391304348,0.09565217391304348
"Venue_Rating_2([0, 1]) AND Speaker_Rating_2([0, 1]) AND Venue_Rating_3([0, 1]) AND Objectives_Met_1([0, 1])","Overall_Rating_3([0, 1]) AND Allowance_Rating_2(1) AND Objectives_Met_3([0, 1]) AND Facilitator_Rating_2([0, 1])",0.09565217391304348,0.09565217391304348
"Objectives_Met_3([0, 1]) AND Schedule_Rating_3([0, 1])","Speaker_Rating_3(0) AND Speaker_Rating_2(1) AND Overall_Rating_3([0, 1]) AND Allowance_Rating_2([0, 1]) AND Objectives_Met_2([0, 1])",0.09565217391304348,0.09565217391304348
"Venue_Rating_3([0, 1])","Venue_Rating_1([0, 1]) AND Venue_Rating_2([0, 1]) AND Objectives_Met_3([0, 1]) AND Allowance_Rating_2(1) AND Overall_Rating_2([0, 1])",0.09565217391304348,0.09565217391304348
"Objectives_Met_1([0, 1]) AND Facilitator_Rating_3([0, 1]) AND Speaker_Rating_3([0, 1])","Schedule_Rating_3(1) AND Participant_Rating_1([0, 1]) AND Objectives_Met_3(0) AND Speaker_Rating_2([0, 1]) AND Objectives_Met_2(1) AND Venue_Rating_1([0, 1]) AND Venue_Rating_3(1) AND Facilitator_Rating_2([0, 1])",0.09565217391304348,0.09565217391304348
"Schedule_Rating_3([0, 1])","Allowance_Rating_2([0, 1]) AND Allowance_Rating_3([0, 1]) AND Speaker_Rating_3([0, 1]) AND Objectives_Met_2([0, 1]) AND Objectives_Met_3([0, 1]) AND Speaker_Rating_2(1)",0.09565217391304348,0.09565217391304348
"Speaker_Rating_3([0, 1]) AND Objectives_Met_3([0, 1])","Venue_Rating_3([0, 1]) AND Allowance_Rating_2(0) AND Participant_Rating_2([0, 1]) AND Overall_Rating_3([0, 1]) AND Overall_Rating_1([0, 1]) AND Overall_Rating_2(1)",0.09565217391304348,0.09565217391304348
"Objectives_Met_3([0, 1])","Speaker_Rating_2(1) AND Overall_Rating_3([0, 1]) AND Venue_Rating_2([0, 1])",0.09565217391304348,0.09565217391304348
"Objectives_Met_3(1) AND Venue_Rating_3([0, 1])","Venue_Rating_2([0, 1]) AND Allowance_Rating_2(1) AND Speaker_Rating_3([0, 1]) AND Participant_Rating_1([0, 1])",0.0782608695652174,0.10975609756097561
"Participant_Rating_2([0, 1]) AND Venue_Rating_3(1) AND Venue_Rating_1([0, 1])","Allowance_Rating_2(1) AND Objectives_Met_2([0, 1]) AND Objectives_Met_3([0, 1]) AND Participant_Rating_1([0, 1])",0.08695652173913043,0.10101010101010101
"Objectives_Met_2([0, 1]) AND Speaker_Rating_3(1)","Overall_Rating_3(0) AND Facilitator_Rating_2([0, 1]) AND Objectives_Met_3(1)",0.08695652173913043,0.09615384615384616
"Venue_Rating_3([0, 1]) AND Allowance_Rating_3(1) AND Objectives_Met_1([0, 1]) AND Participant_Rating_1([0, 1]) AND Venue_Rating_1([0, 1]) AND Participant_Rating_2([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Overall_Rating_2([0, 1]) AND Objectives_Met_2([0, 1])",Speaker_Rating_2(1),0.08695652173913043,0.09615384615384616
"Speaker_Rating_3(1) AND Speaker_Rating_2([0, 1]) AND Overall_Rating_3([0, 1]) AND Venue_Rating_3(1)","Participant_Rating_1([0, 1]) AND Participant_Rating_2([0, 1]) AND Overall_Rating_2(1) AND Overall_Rating_1(0) AND Objectives_Met_1([0, 1]) AND Allowance_Rating_2([0, 1])",0.0782608695652174,0.10227272727272728
"Venue_Rating_3(1) AND Allowance_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Overall_Rating_3([0, 1]) AND Overall_Rating_1([0, 1]) AND Objectives_Met_3(1)","Allowance_Rating_2(1) AND Venue_Rating_1([0, 1]) AND Overall_Rating_2([0, 1]) AND Participant_Rating_2([0, 1])",0.06956521739130435,0.1095890410958904
"Speaker_Rating_2([0, 1]) AND Participant_Rating_2(1) AND Objectives_Met_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Facilitator_Rating_3(1)","Facilitator_Rating_2(0) AND Speaker_Rating_3([0, 1]) AND Schedule_Rating_2(0) AND Objectives_Met_1([0, 1]) AND Allowance_Rating_3(0)",0.008695652173913044,0.16666666666666666
